,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Outlet_Sales
1290,NCR41,3.3,Low Fat,0.017936715,Health and Hygiene,93.7094,OUT027,1985,Medium,Tier 3,Supermarket Type3,1056.0
1291,FDY24,3.3,Regular,0.19453961000000003,Baking Goods,52.2298,OUT010,1998,Medium,Tier 3,Grocery Store,421.0
1292,NCA42,1.4,Low Fat,0.0,Household,159.6604,OUT045,2002,Medium,Tier 2,Supermarket Type1,1909.0
1293,FDB11,1.9,Low Fat,0.060942632,Starchy Foods,225.6404,OUT049,1999,Medium,Tier 1,Supermarket Type1,3054.0
1294,FDG26,3.3,Low Fat,0.042641788,Canned,257.833,OUT035,2004,Small,Tier 2,Supermarket Type1,4163.0
1295,FDH24,0.6,Low Fat,0.021427082,Baking Goods,156.5288,OUT035,2004,Small,Tier 2,Supermarket Type1,1919.0
1296,FDX44,3.0,Low Fat,0.042930789,Fruits and Vegetables,88.5172,OUT013,1987,High,Tier 3,Supermarket Type1,778.0
1297,FDT52,1.8,Regular,0.047697859,Frozen Foods,244.6144,OUT017,2007,Medium,Tier 2,Supermarket Type1,3611.0
1298,FDT04,3.1,Low Fat,0.10764721,Frozen Foods,39.3822,OUT017,2007,Medium,Tier 2,Supermarket Type1,353.0
1299,FDO58,3.1,Low Fat,0.039577173,Snack Foods,166.1526,OUT046,1997,Small,Tier 1,Supermarket Type1,1867.0
1300,FDR60,1.6,Low Fat,0.130415118,Baking Goods,75.9328,OUT046,1997,Small,Tier 1,Supermarket Type1,496.0
1301,NCL54,2.9,Low Fat,0.082921642,Household,175.2054,OUT045,2002,Medium,Tier 2,Supermarket Type1,1750.0
1302,FDW50,2.4,Low Fat,0.075515154,Dairy,167.2158,OUT013,1987,High,Tier 3,Supermarket Type1,1942.0
1303,FDK43,3.2,Low Fat,0.046994717,Meat,125.802,OUT019,1985,Small,Tier 1,Grocery Store,1330.0
1304,FDQ32,2.0,Regular,0.04679836,Fruits and Vegetables,123.8388,OUT018,2009,Medium,Tier 3,Supermarket Type2,1477.0
1305,FDE29,3.1,Low Fat,0.143129124,Frozen Foods,58.8878,OUT046,1997,Small,Tier 1,Supermarket Type1,455.0
1306,NCN07,2.1,Low Fat,0.034013539,Others,133.2284,OUT045,2002,Medium,Tier 2,Supermarket Type1,1528.0
1307,FDB37,0.5,Regular,0.022921735,Baking Goods,240.7538,OUT013,1987,High,Tier 3,Supermarket Type1,3758.0
1308,FDD21,2.0,Regular,0.030616757,Fruits and Vegetables,112.7176,OUT049,1999,Medium,Tier 1,Supermarket Type1,1009.0
1309,FDX16,0.4,Low Fat,0.06575528,Frozen Foods,151.505,OUT013,1987,High,Tier 3,Supermarket Type1,1944.0
1310,FDN46,3.2,Regular,0.144856342,Snack Foods,100.5332,OUT049,1999,Medium,Tier 1,Supermarket Type1,1117.0
1311,FDV28,1.2,Regular,0.19453961000000003,Frozen Foods,34.9558,OUT010,1998,Medium,Tier 3,Grocery Store,305.0
1312,FDR48,1.9,Low Fat,0.130867413,Baking Goods,150.8024,OUT027,1985,Medium,Tier 3,Supermarket Type3,1803.0
1313,FDW37,1.3,Low Fat,0.123449671,Canned,89.7488,OUT027,1985,Medium,Tier 3,Supermarket Type3,731.0
1314,FDV40,1.2,Low Fat,0.014689006,Frozen Foods,74.5038,OUT035,2004,Small,Tier 2,Supermarket Type1,457.0
1315,FDZ57,2.6,Regular,0.037918142,Snack Foods,129.6994,OUT018,2009,Medium,Tier 3,Supermarket Type2,1471.0
1316,FDY46,3.2,Low Fat,0.047964395,Snack Foods,185.0898,OUT049,1999,Medium,Tier 1,Supermarket Type1,2137.0
1317,FDX45,0.5,Low Fat,0.105018817,Snack Foods,155.263,OUT049,1999,Medium,Tier 1,Supermarket Type1,1801.0
1318,FDB33,2.1,Low Fat,0.014577412,Fruits and Vegetables,160.7262,OUT035,2004,Small,Tier 2,Supermarket Type1,1881.0
1319,FDT58,2.9,Low Fat,0.143870574,Snack Foods,169.4816,OUT010,1998,Medium,Tier 3,Grocery Store,1812.0
1320,FDM39,3.1,Low Fat,0.053553794,Dairy,178.6002,OUT049,1999,Medium,Tier 1,Supermarket Type1,1809.0
1321,NCY41,3.1,Low Fat,0.075889215,Health and Hygiene,37.6532,OUT045,2002,Medium,Tier 2,Supermarket Type1,340.0
1322,NCL31,1.9,Low Fat,0.120280989,Others,142.747,OUT046,1997,Small,Tier 1,Supermarket Type1,1483.0
1323,NCJ31,2.0,Low Fat,0.182653772,Others,243.0196,OUT046,1997,Small,Tier 1,Supermarket Type1,4091.0
1324,FDO23,2.7,Low Fat,0.19453961000000003,Breads,94.8436,OUT019,1985,Small,Tier 1,Grocery Store,940.0
1325,FDN56,1.2,Regular,0.107036943,Fruits and Vegetables,144.2786,OUT035,2004,Small,Tier 2,Supermarket Type1,1430.0
1326,FDF04,3.1,Low Fat,0.0,Frozen Foods,258.3304,OUT013,1987,High,Tier 3,Supermarket Type1,3884.0
1327,FDJ44,2.7,Regular,0.106238768,Fruits and Vegetables,176.1396,OUT013,1987,High,Tier 3,Supermarket Type1,1963.0
1328,FDS50,1.2,Low Fat,0.055545797,Dairy,220.5114,OUT045,2002,Medium,Tier 2,Supermarket Type1,2989.0
1329,NCQ41,0.4,Low Fat,0.019386057,Health and Hygiene,194.5794,OUT027,1985,Medium,Tier 3,Supermarket Type3,2042.0
1330,FDA49,1.9,Low Fat,0.064921764,Canned,88.1198,OUT046,1997,Small,Tier 1,Supermarket Type1,644.0
1331,NCZ06,0.7,Low Fat,0.094694278,Household,254.9698,OUT017,2007,Medium,Tier 2,Supermarket Type1,4035.0
1332,NCM43,3.1,Low Fat,0.019554705,Others,162.421,OUT018,2009,Medium,Tier 3,Supermarket Type2,1777.0
1333,FDH19,2.0,Low Fat,0.033060937,Meat,172.4738,OUT013,1987,High,Tier 3,Supermarket Type1,1838.0
1334,FDS15,2.5,Regular,0.078181964,Meat,106.7596,OUT049,1999,Medium,Tier 1,Supermarket Type1,1048.0
1335,FDO50,3.1,Low Fat,0.0,Canned,90.2804,OUT018,2009,Medium,Tier 3,Supermarket Type2,904.0
1336,FDJ20,2.2,Regular,0.100583009,Fruits and Vegetables,123.5388,OUT018,2009,Medium,Tier 3,Supermarket Type2,1567.0
1337,NCI31,3.1,Low Fat,0.136124989,Others,38.319,OUT010,1998,Medium,Tier 3,Grocery Store,289.0
1338,FDU20,1.3,Regular,0.021353642,Fruits and Vegetables,122.1098,OUT027,1985,Medium,Tier 3,Supermarket Type3,1524.0
1339,DRK13,3.2,Low Fat,0.115167579,Soft Drinks,199.8084,OUT046,1997,Small,Tier 1,Supermarket Type1,2375.0
1340,DRJ24,0.6,Low Fat,0.113559058,Soft Drinks,184.2924,OUT045,2002,Medium,Tier 2,Supermarket Type1,2241.0
1341,FDI20,0.5,Low Fat,0.038641968,Fruits and Vegetables,212.1586,OUT045,2002,Medium,Tier 2,Supermarket Type1,2703.0
1342,FDF10,1.0,Regular,0.157246634,Snack Foods,145.6418,OUT045,2002,Medium,Tier 2,Supermarket Type1,1444.0
1343,FDQ45,0.6,Regular,0.010917052,Snack Foods,185.3608,OUT046,1997,Small,Tier 1,Supermarket Type1,2270.0
1344,FDQ10,1.4,Low Fat,0.033172957,Snack Foods,172.0422,OUT035,2004,Small,Tier 2,Supermarket Type1,1710.0
1345,FDM36,3.3,Regular,0.058719726,Baking Goods,171.1422,OUT035,2004,Small,Tier 2,Supermarket Type1,1845.0
1346,FDN12,1.4,Low Fat,0.0,Baking Goods,111.8544,OUT018,2009,Medium,Tier 3,Supermarket Type2,953.0
1347,FDD50,0.9,Low Fat,0.141524348,Canned,168.4132,OUT013,1987,High,Tier 3,Supermarket Type1,1846.0
1348,FDG17,3.1,Regular,0.035895934,Frozen Foods,244.4486,OUT049,1999,Medium,Tier 1,Supermarket Type1,4163.0
1349,FDY58,2.2,Low Fat,0.039980644,Snack Foods,227.3694,OUT049,1999,Medium,Tier 1,Supermarket Type1,2990.0
1350,NCK29,0.9,Low Fat,0.0,Health and Hygiene,123.473,OUT019,1985,Small,Tier 1,Grocery Store,1304.0
1351,FDM32,3.2,Low Fat,0.0,Fruits and Vegetables,90.883,OUT010,1998,Medium,Tier 3,Grocery Store,1138.0
1352,FDL46,0.7,Low Fat,0.054056927,Snack Foods,116.8466,OUT046,1997,Small,Tier 1,Supermarket Type1,1113.0
1353,FDC51,1.3,Regular,0.009636821,Dairy,121.873,OUT049,1999,Medium,Tier 1,Supermarket Type1,1562.0
1354,FDF16,0.4,Low Fat,0.086266286,Frozen Foods,147.2076,OUT049,1999,Medium,Tier 1,Supermarket Type1,1442.0
1355,NCV54,0.9,Low Fat,0.033081389,Household,116.5124,OUT013,1987,High,Tier 3,Supermarket Type1,1171.0
1356,FDE35,1.9,Regular,0.043989429,Starchy Foods,60.2904,OUT045,2002,Medium,Tier 2,Supermarket Type1,475.0
1357,FDA23,3.1,Low Fat,0.047178116,Baking Goods,99.4016,OUT035,2004,Small,Tier 2,Supermarket Type1,1150.0
1358,FDI46,2.9,Low Fat,0.074496043,Snack Foods,251.9724,OUT045,2002,Medium,Tier 2,Supermarket Type1,4030.0
1359,FDZ21,3.1,Regular,0.039189221,Snack Foods,97.341,OUT013,1987,High,Tier 3,Supermarket Type1,987.0
1360,DRK13,2.8,Low Fat,0.115819014,Soft Drinks,198.3084,OUT017,2007,Medium,Tier 2,Supermarket Type1,2142.0
1361,FDX36,1.4,Regular,0.129008866,Baking Goods,226.9404,OUT017,2007,Medium,Tier 2,Supermarket Type1,3193.0
1362,FDY22,2.7,Regular,0.160371305,Snack Foods,143.9128,OUT018,2009,Medium,Tier 3,Supermarket Type2,1582.0
1363,FDR32,2.9,Regular,0.085392428,Fruits and Vegetables,226.7694,OUT027,1985,Medium,Tier 3,Supermarket Type3,3070.0
1364,DRF25,1.0,Low Fat,0.038925251,Soft Drinks,34.919,OUT046,1997,Small,Tier 1,Supermarket Type1,268.0
1365,FDK20,0.5,Regular,0.041557653,Fruits and Vegetables,124.5072,OUT046,1997,Small,Tier 1,Supermarket Type1,1375.0
1366,DRI11,1.3,Low Fat,0.060237465,Hard Drinks,115.9834,OUT019,1985,Small,Tier 1,Grocery Store,949.0
1367,FDH05,2.8,Regular,0.091098018,Frozen Foods,233.5984,OUT045,2002,Medium,Tier 2,Supermarket Type1,3235.0
1368,FDA46,1.5,Low Fat,0.117874024,Snack Foods,193.6136,OUT045,2002,Medium,Tier 2,Supermarket Type1,2375.0
1369,DRD24,0.5,Low Fat,0.030795085,Soft Drinks,143.3154,OUT046,1997,Small,Tier 1,Supermarket Type1,1406.0
1370,FDL39,0.5,Regular,0.063689583,Dairy,181.9318,OUT017,2007,Medium,Tier 2,Supermarket Type1,2165.0
1371,FDD52,3.1,Regular,0.184041545,Dairy,110.157,OUT018,2009,Medium,Tier 3,Supermarket Type2,1174.0
1372,FDR55,3.2,Regular,0.13283066,Fruits and Vegetables,190.6872,OUT017,2007,Medium,Tier 2,Supermarket Type1,2331.0
1373,DRI13,0.6,Low Fat,0.020441939,Soft Drinks,216.4508,OUT017,2007,Medium,Tier 2,Supermarket Type1,2528.0
1374,FDG31,0.6,Low Fat,0.037712875,Meat,64.4826,OUT027,1985,Medium,Tier 3,Supermarket Type3,538.0
1375,FDP04,3.2,Low Fat,0.013840784,Frozen Foods,65.2168,OUT045,2002,Medium,Tier 2,Supermarket Type1,389.0
1376,FDH35,2.9,Low Fat,0.060198496,Starchy Foods,162.9526,OUT013,1987,High,Tier 3,Supermarket Type1,1898.0
1377,NCB42,3.2,Low Fat,0.008559557,Health and Hygiene,117.2492,OUT035,2004,Small,Tier 2,Supermarket Type1,1108.0
1378,FDQ14,1.2,Low Fat,0.061883353,Dairy,147.905,OUT049,1999,Medium,Tier 1,Supermarket Type1,1339.0
1379,FDI19,1.3,Low Fat,0.052085615,Meat,242.8512,OUT027,1985,Medium,Tier 3,Supermarket Type3,4163.0
1380,FDJ55,2.9,Regular,0.039385992,Meat,224.8404,OUT010,1998,Medium,Tier 3,Grocery Store,3179.0
1381,DRN59,1.2,Low Fat,0.064241345,Hard Drinks,45.206,OUT049,1999,Medium,Tier 1,Supermarket Type1,239.0
1382,NCR06,3.2,Low Fat,0.006759519,Household,42.8112,OUT013,1987,High,Tier 3,Supermarket Type1,230.0
1383,NCF42,2.5,Low Fat,0.167243769,Household,176.2712,OUT013,1987,High,Tier 3,Supermarket Type1,1962.0
1384,FDG24,3.2,Low Fat,0.01469075,Baking Goods,84.725,OUT018,2009,Medium,Tier 3,Supermarket Type2,654.0
1385,FDB58,0.5,Regular,0.013551445,Snack Foods,142.0154,OUT018,2009,Medium,Tier 3,Supermarket Type2,1542.0
1386,FDQ56,3.2,Low Fat,0.105085956,Fruits and Vegetables,82.3908,OUT027,1985,Medium,Tier 3,Supermarket Type3,654.0
1387,NCV41,1.3,Low Fat,0.017038777,Health and Hygiene,112.5228,OUT046,1997,Small,Tier 1,Supermarket Type1,1078.0
1388,FDW19,3.2,Regular,0.038718195,Fruits and Vegetables,110.657,OUT017,2007,Medium,Tier 2,Supermarket Type1,1184.0
1389,FDO56,0.4,Regular,0.075291577,Fruits and Vegetables,119.1808,OUT010,1998,Medium,Tier 3,Grocery Store,924.0
1390,FDI41,1.2,Regular,0.0,Frozen Foods,148.7418,OUT045,2002,Medium,Tier 2,Supermarket Type1,1571.0
1391,FDN10,1.2,Low Fat,0.0,Snack Foods,119.5124,OUT018,2009,Medium,Tier 3,Supermarket Type2,924.0
1392,FDY20,1.6,Regular,0.082085787,Fruits and Vegetables,92.2488,OUT018,2009,Medium,Tier 3,Supermarket Type2,1097.0
1393,DRM37,1.0,Low Fat,0.095931002,Soft Drinks,198.5768,OUT027,1985,Medium,Tier 3,Supermarket Type3,2125.0
1394,FDV34,2.3,Regular,0.011448629,Snack Foods,72.9038,OUT045,2002,Medium,Tier 2,Supermarket Type1,494.0
1395,NCX18,0.7,Low Fat,0.00879232,Household,195.011,OUT035,2004,Small,Tier 2,Supermarket Type1,2366.0
1396,FDY10,0.6,Low Fat,0.049167388,Snack Foods,114.9176,OUT045,2002,Medium,Tier 2,Supermarket Type1,936.0
1397,NCZ17,3.1,Low Fat,0.079046992,Health and Hygiene,39.8506,OUT027,1985,Medium,Tier 3,Supermarket Type3,346.0
1398,FDT12,1.2,Regular,0.049580407,Baking Goods,227.4062,OUT013,1987,High,Tier 3,Supermarket Type1,3458.0
1399,FDD57,1.4,Low Fat,0.022399592,Fruits and Vegetables,96.0094,OUT046,1997,Small,Tier 1,Supermarket Type1,1175.0
1400,FDK45,2.3,Low Fat,0.033926852,Seafood,111.586,OUT045,2002,Medium,Tier 2,Supermarket Type1,1153.0
1401,FDJ57,1.0,Regular,0.021617397,Seafood,185.0582,OUT045,2002,Medium,Tier 2,Supermarket Type1,2294.0
1402,NCI31,0.9,Low Fat,0.0814536,Others,36.819,OUT049,1999,Medium,Tier 1,Supermarket Type1,236.0
1403,FDZ48,1.2,Low Fat,0.07607772,Baking Goods,112.4544,OUT049,1999,Medium,Tier 1,Supermarket Type1,1051.0
1404,FDI16,1.3,Regular,0.135775701,Frozen Foods,54.564,OUT046,1997,Small,Tier 1,Supermarket Type1,547.0
1405,FDZ31,1.5,Regular,0.0,Fruits and Vegetables,193.0504,OUT049,1999,Medium,Tier 1,Supermarket Type1,2077.0
1406,DRG15,2.0,Low Fat,0.076891526,Dairy,61.5536,OUT045,2002,Medium,Tier 2,Supermarket Type1,415.0
1407,FDX36,1.3,Regular,0.128543405,Baking Goods,226.5404,OUT045,2002,Medium,Tier 2,Supermarket Type1,3189.0
1408,FDD40,3.0,Regular,0.014793357,Dairy,191.5162,OUT046,1997,Small,Tier 1,Supermarket Type1,2371.0
1409,FDA04,2.5,Regular,0.066406853,Frozen Foods,259.7962,OUT027,1985,Medium,Tier 3,Supermarket Type3,4163.0
1410,FDL21,0.5,Regular,0.007140468,Snack Foods,40.848,OUT013,1987,High,Tier 3,Supermarket Type1,272.0
1411,FDS21,3.1,Regular,0.020858779,Snack Foods,62.8194,OUT013,1987,High,Tier 3,Supermarket Type1,411.0
1412,DRF23,2.4,Low Fat,0.123346085,Hard Drinks,172.5396,OUT017,2007,Medium,Tier 2,Supermarket Type1,1994.0
1413,FDM46,0.9,Low Fat,0.159937597,Snack Foods,93.912,OUT035,2004,Small,Tier 2,Supermarket Type1,923.0
1414,DRG49,3.2,Low Fat,0.067128641,Soft Drinks,242.8486,OUT027,1985,Medium,Tier 3,Supermarket Type3,4163.0
1415,FDG26,3.3,Low Fat,0.042736348,Canned,255.933,OUT045,2002,Medium,Tier 2,Supermarket Type1,3728.0
1416,FDR51,3.2,Regular,0.172629683,Meat,148.4708,OUT027,1985,Medium,Tier 3,Supermarket Type3,1486.0
1417,FDV39,2.0,Low Fat,0.007278512,Meat,196.7426,OUT035,2004,Small,Tier 2,Supermarket Type1,2079.0
1418,FDC39,3.1,Low Fat,0.0,Dairy,205.7296,OUT017,2007,Medium,Tier 2,Supermarket Type1,2714.0
1419,FDP45,2.8,Regular,0.03079807,Snack Foods,252.9724,OUT017,2007,Medium,Tier 2,Supermarket Type1,4163.0
1420,FDC56,1.3,Low Fat,0.12152072,Fruits and Vegetables,118.244,OUT046,1997,Small,Tier 1,Supermarket Type1,1082.0
1421,FDK38,3.2,Low Fat,0.053591345,Canned,149.7734,OUT017,2007,Medium,Tier 2,Supermarket Type1,1325.0
1422,NCJ29,3.2,Low Fat,0.035163639,Health and Hygiene,84.4224,OUT013,1987,High,Tier 3,Supermarket Type1,656.0
1423,NCF19,0.5,Low Fat,0.061470858,Household,48.6034,OUT019,1985,Small,Tier 1,Grocery Store,287.0
1424,FDG59,2.9,Low Fat,0.043226398,Starchy Foods,37.5164,OUT035,2004,Small,Tier 2,Supermarket Type1,292.0
1425,FDE59,1.3,Low Fat,0.062640143,Starchy Foods,36.6532,OUT017,2007,Medium,Tier 2,Supermarket Type1,209.0
1426,FDB04,1.6,Regular,0.06358394,Dairy,89.4856,OUT017,2007,Medium,Tier 2,Supermarket Type1,777.0
1427,NCK05,3.3,Low Fat,0.077389797,Health and Hygiene,60.8536,OUT013,1987,High,Tier 3,Supermarket Type1,505.0
1428,FDR03,2.6,Regular,0.00878535,Meat,204.998,OUT017,2007,Medium,Tier 2,Supermarket Type1,2790.0
1429,FDQ03,0.9,Regular,0.136592891,Meat,238.0248,OUT019,1985,Small,Tier 1,Grocery Store,3397.0
1430,FDC59,2.8,Regular,0.054937907,Starchy Foods,64.2168,OUT017,2007,Medium,Tier 2,Supermarket Type1,477.0
1431,DRB13,3.0,Regular,0.007084185,Soft Drinks,191.153,OUT017,2007,Medium,Tier 2,Supermarket Type1,2188.0
1432,NCE54,1.3,Low Fat,0.027052013,Household,73.9354,OUT017,2007,Medium,Tier 2,Supermarket Type1,408.0
1433,FDC10,2.1,Regular,0.072863893,Snack Foods,118.6098,OUT035,2004,Small,Tier 2,Supermarket Type1,901.0
1434,FDR46,2.3,Low Fat,0.19453961000000003,Snack Foods,148.076,OUT019,1985,Small,Tier 1,Grocery Store,1399.0
1435,FDA10,1.3,Low Fat,0.141789197,Snack Foods,121.9072,OUT035,2004,Small,Tier 2,Supermarket Type1,1358.0
1436,FDP23,1.9,Low Fat,0.035414528,Breads,218.2166,OUT027,1985,Medium,Tier 3,Supermarket Type3,2515.0
1437,FDJ41,2.6,Low Fat,0.022864238,Frozen Foods,260.0594,OUT013,1987,High,Tier 3,Supermarket Type1,3552.0
1438,FDL46,1.0,Low Fat,0.054011943,Snack Foods,116.5466,OUT013,1987,High,Tier 3,Supermarket Type1,1045.0
1439,FDX33,3.0,Regular,0.117462619,Snack Foods,158.9578,OUT035,2004,Small,Tier 2,Supermarket Type1,1874.0
1440,NCL29,2.9,Low Fat,0.11411658,Health and Hygiene,158.8604,OUT049,1999,Medium,Tier 1,Supermarket Type1,1811.0
1441,FDE16,3.1,Low Fat,0.046124444,Frozen Foods,206.7954,OUT019,1985,Small,Tier 1,Grocery Store,2571.0
1442,FDM57,1.2,Regular,0.075849167,Snack Foods,85.1908,OUT046,1997,Small,Tier 1,Supermarket Type1,642.0
1443,FDZ36,2.4,Regular,0.065729039,Baking Goods,188.324,OUT013,1987,High,Tier 3,Supermarket Type1,2146.0
1444,NCW42,1.8,Low Fat,0.097865088,Household,221.8456,OUT010,1998,Medium,Tier 3,Grocery Store,3312.0
1445,NCI54,0.7,Low Fat,0.058827583,Household,110.4912,OUT019,1985,Small,Tier 1,Grocery Store,918.0
1446,DRK01,1.3,Low Fat,0.061313057,Soft Drinks,93.3436,OUT018,2009,Medium,Tier 3,Supermarket Type2,901.0
1447,FDX10,0.4,Regular,0.123961415,Snack Foods,33.2874,OUT045,2002,Medium,Tier 2,Supermarket Type1,202.0
1448,FDO46,0.9,Regular,0.014270394,Snack Foods,187.3872,OUT018,2009,Medium,Tier 3,Supermarket Type2,2217.0
1449,FDD16,1.6,Low Fat,0.060847634,Frozen Foods,75.0696,OUT010,1998,Medium,Tier 3,Grocery Store,437.0
1450,FDZ20,1.4,Low Fat,0.0,Fruits and Vegetables,253.0356,OUT027,1985,Medium,Tier 3,Supermarket Type3,4038.0
1451,NCI18,1.3,Low Fat,0.014103354,Household,225.4746,OUT017,2007,Medium,Tier 2,Supermarket Type1,3448.0
1452,DRI25,2.9,Low Fat,0.033901442,Soft Drinks,56.2614,OUT046,1997,Small,Tier 1,Supermarket Type1,515.0
1453,FDY44,0.6,Regular,0.024454052,Fruits and Vegetables,197.211,OUT045,2002,Medium,Tier 2,Supermarket Type1,2154.0
1454,FDW38,1.3,Regular,0.0,Dairy,55.9298,OUT019,1985,Small,Tier 1,Grocery Store,526.0
1455,FDY33,2.4,Regular,0.096730427,Snack Foods,159.0262,OUT027,1985,Medium,Tier 3,Supermarket Type3,1721.0
1456,DRH51,3.3,Low Fat,0.097198194,Dairy,89.8856,OUT035,2004,Small,Tier 2,Supermarket Type1,734.0
1457,FDT32,3.2,Regular,0.066005186,Fruits and Vegetables,188.4214,OUT017,2007,Medium,Tier 2,Supermarket Type1,2112.0
1458,FDI50,3.1,Regular,0.030890618,Canned,228.7352,OUT049,1999,Medium,Tier 1,Supermarket Type1,3433.0
1459,FDB60,0.4,Low Fat,0.028498354,Baking Goods,195.8136,OUT013,1987,High,Tier 3,Supermarket Type1,2282.0
1460,FDP09,1.3,Low Fat,0.033883448,Snack Foods,213.2902,OUT035,2004,Small,Tier 2,Supermarket Type1,2662.0
1461,FDA20,0.5,Low Fat,0.066565644,Fruits and Vegetables,185.324,OUT013,1987,High,Tier 3,Supermarket Type1,2337.0
1462,NCX05,2.3,Low Fat,0.169943195,Health and Hygiene,116.2492,OUT019,1985,Small,Tier 1,Grocery Store,984.0
1463,DRF37,2.8,Low Fat,0.0,Soft Drinks,263.591,OUT045,2002,Medium,Tier 2,Supermarket Type1,3968.0
1464,FDJ26,3.0,Regular,0.084765192,Canned,215.0218,OUT046,1997,Small,Tier 1,Supermarket Type1,2559.0
1465,FDZ25,3.2,Regular,0.027617046,Canned,168.279,OUT046,1997,Small,Tier 1,Supermarket Type1,1902.0
1466,FDZ58,1.5,Low Fat,0.052166995,Snack Foods,121.7072,OUT035,2004,Small,Tier 2,Supermarket Type1,1481.0
1467,FDZ50,1.3,Regular,0.0,Dairy,184.2608,OUT027,1985,Medium,Tier 3,Supermarket Type3,2326.0
1468,NCG18,1.3,Low Fat,0.038460297,Household,104.0332,OUT010,1998,Medium,Tier 3,Grocery Store,1014.0
1469,FDZ56,3.1,Low Fat,0.025789175,Fruits and Vegetables,166.9474,OUT045,2002,Medium,Tier 2,Supermarket Type1,1846.0
1470,FDH50,2.9,Regular,0.161301097,Canned,185.1266,OUT013,1987,High,Tier 3,Supermarket Type1,2234.0
1471,DRO35,2.8,Low Fat,0.034640466,Hard Drinks,116.1492,OUT045,2002,Medium,Tier 2,Supermarket Type1,1055.0
1472,DRH51,1.3,Low Fat,0.0,Dairy,89.1856,OUT027,1985,Medium,Tier 3,Supermarket Type3,762.0
1473,FDS19,3.2,Regular,0.064307102,Fruits and Vegetables,77.3012,OUT049,1999,Medium,Tier 1,Supermarket Type1,407.0
1474,NCM06,2.0,Low Fat,0.076036381,Household,153.9656,OUT018,2009,Medium,Tier 3,Supermarket Type2,1826.0
1475,FDP52,2.9,Regular,0.071091591,Frozen Foods,228.601,OUT017,2007,Medium,Tier 2,Supermarket Type1,3397.0
1476,FDK02,1.3,Low Fat,0.187841082,Canned,119.244,OUT010,1998,Medium,Tier 3,Grocery Store,1117.0
1477,FDG59,1.0,Low Fat,0.043234574,Starchy Foods,38.3164,OUT046,1997,Small,Tier 1,Supermarket Type1,381.0
1478,FDN20,3.1,Low Fat,0.026055106,Fruits and Vegetables,169.5474,OUT027,1985,Medium,Tier 3,Supermarket Type3,1741.0
1479,FDO57,2.5,Low Fat,0.109153001,Snack Foods,161.3578,OUT018,2009,Medium,Tier 3,Supermarket Type2,1755.0
1480,NCJ30,2.5,Low Fat,0.08062523,Household,168.379,OUT035,2004,Small,Tier 2,Supermarket Type1,1960.0
1481,FDQ31,3.2,Regular,0.0901292,Fruits and Vegetables,89.8856,OUT010,1998,Medium,Tier 3,Grocery Store,660.0
1482,FDC05,2.3,Regular,0.098938169,Frozen Foods,195.7768,OUT049,1999,Medium,Tier 1,Supermarket Type1,2183.0
1483,FDM08,3.3,Regular,0.0,Fruits and Vegetables,225.1088,OUT013,1987,High,Tier 3,Supermarket Type1,3396.0
1484,NCA41,2.1,Low Fat,0.032580547,Health and Hygiene,192.1162,OUT035,2004,Small,Tier 2,Supermarket Type1,2222.0
1485,FDK15,1.3,Low Fat,0.097937252,Meat,98.9042,OUT027,1985,Medium,Tier 3,Supermarket Type3,1164.0
1486,FDX56,2.3,Regular,0.0,Fruits and Vegetables,208.5638,OUT049,1999,Medium,Tier 1,Supermarket Type1,2723.0
1487,FDT21,3.1,Low Fat,0.020391845,Snack Foods,248.9092,OUT046,1997,Small,Tier 1,Supermarket Type1,4084.0
1488,FDQ46,3.0,Low Fat,0.103813029,Snack Foods,113.7544,OUT046,1997,Small,Tier 1,Supermarket Type1,1110.0
1489,FDS01,2.4,Low Fat,0.031069203,Canned,179.6686,OUT019,1985,Small,Tier 1,Grocery Store,1816.0
1490,FDW34,0.9,Low Fat,0.062294473,Snack Foods,242.417,OUT019,1985,Small,Tier 1,Grocery Store,3924.0
1491,FDX07,3.2,Regular,0.022914478,Fruits and Vegetables,181.195,OUT035,2004,Small,Tier 2,Supermarket Type1,2137.0
1492,FDN13,0.6,Low Fat,0.152058281,Breakfast,99.9358,OUT046,1997,Small,Tier 1,Supermarket Type1,1147.0
1493,NCP02,1.3,Low Fat,0.044991294,Household,59.2562,OUT018,2009,Medium,Tier 3,Supermarket Type2,528.0
1494,FDT48,0.4,Low Fat,0.046214971,Baking Goods,199.8084,OUT017,2007,Medium,Tier 2,Supermarket Type1,2219.0
1495,FDZ49,2.8,Regular,0.13312044,Canned,221.5798,OUT035,2004,Small,Tier 2,Supermarket Type1,3353.0
1496,NCJ17,0.4,Low Fat,0.19453961000000003,Health and Hygiene,84.4224,OUT010,1998,Medium,Tier 3,Grocery Store,744.0
1497,FDB17,1.0,Low Fat,0.036879539,Frozen Foods,181.3976,OUT017,2007,Medium,Tier 2,Supermarket Type1,2294.0
1498,FDP48,2.3,Regular,0.044202545,Baking Goods,182.995,OUT018,2009,Medium,Tier 3,Supermarket Type2,2233.0
1499,FDI53,2.7,Regular,0.137858955,Frozen Foods,162.1236,OUT049,1999,Medium,Tier 1,Supermarket Type1,1820.0
